"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File","iter","thin","fit.Path","fit.File"
7253315,"Chi2","DAR",100,0.4,100,0,725,"self-sim_dar","sim_uSeed-7253315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-725.rds",2000,5,"self-sim_dar","fit_uSeed-7253315_iter-2000_thin-5_Rep-725.rds"
7263308,"Gaussian","DAR",100,0.4,100,0,726,"self-sim_dar","sim_uSeed-7263308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-726.rds",2000,5,"self-sim_dar","fit_uSeed-7263308_iter-2000_thin-5_Rep-726.rds"
7263315,"Chi2","DAR",100,0.4,100,0,726,"self-sim_dar","sim_uSeed-7263315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-726.rds",2000,5,"self-sim_dar","fit_uSeed-7263315_iter-2000_thin-5_Rep-726.rds"
7273308,"Gaussian","DAR",100,0.4,100,0,727,"self-sim_dar","sim_uSeed-7273308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-727.rds",2000,5,"self-sim_dar","fit_uSeed-7273308_iter-2000_thin-5_Rep-727.rds"
7273315,"Chi2","DAR",100,0.4,100,0,727,"self-sim_dar","sim_uSeed-7273315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-727.rds",2000,5,"self-sim_dar","fit_uSeed-7273315_iter-2000_thin-5_Rep-727.rds"
7283308,"Gaussian","DAR",100,0.4,100,0,728,"self-sim_dar","sim_uSeed-7283308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-728.rds",2000,5,"self-sim_dar","fit_uSeed-7283308_iter-2000_thin-5_Rep-728.rds"
7283315,"Chi2","DAR",100,0.4,100,0,728,"self-sim_dar","sim_uSeed-7283315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-728.rds",2000,5,"self-sim_dar","fit_uSeed-7283315_iter-2000_thin-5_Rep-728.rds"
7293308,"Gaussian","DAR",100,0.4,100,0,729,"self-sim_dar","sim_uSeed-7293308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-729.rds",2000,5,"self-sim_dar","fit_uSeed-7293308_iter-2000_thin-5_Rep-729.rds"
7293315,"Chi2","DAR",100,0.4,100,0,729,"self-sim_dar","sim_uSeed-7293315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-729.rds",2000,5,"self-sim_dar","fit_uSeed-7293315_iter-2000_thin-5_Rep-729.rds"
7303308,"Gaussian","DAR",100,0.4,100,0,730,"self-sim_dar","sim_uSeed-7303308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-730.rds",2000,5,"self-sim_dar","fit_uSeed-7303308_iter-2000_thin-5_Rep-730.rds"
7303315,"Chi2","DAR",100,0.4,100,0,730,"self-sim_dar","sim_uSeed-7303315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-730.rds",2000,5,"self-sim_dar","fit_uSeed-7303315_iter-2000_thin-5_Rep-730.rds"
7313308,"Gaussian","DAR",100,0.4,100,0,731,"self-sim_dar","sim_uSeed-7313308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-731.rds",2000,5,"self-sim_dar","fit_uSeed-7313308_iter-2000_thin-5_Rep-731.rds"
7313315,"Chi2","DAR",100,0.4,100,0,731,"self-sim_dar","sim_uSeed-7313315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-731.rds",2000,5,"self-sim_dar","fit_uSeed-7313315_iter-2000_thin-5_Rep-731.rds"
7323308,"Gaussian","DAR",100,0.4,100,0,732,"self-sim_dar","sim_uSeed-7323308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-732.rds",2000,5,"self-sim_dar","fit_uSeed-7323308_iter-2000_thin-5_Rep-732.rds"
7323315,"Chi2","DAR",100,0.4,100,0,732,"self-sim_dar","sim_uSeed-7323315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-732.rds",2000,5,"self-sim_dar","fit_uSeed-7323315_iter-2000_thin-5_Rep-732.rds"
7333308,"Gaussian","DAR",100,0.4,100,0,733,"self-sim_dar","sim_uSeed-7333308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-733.rds",2000,5,"self-sim_dar","fit_uSeed-7333308_iter-2000_thin-5_Rep-733.rds"
7333315,"Chi2","DAR",100,0.4,100,0,733,"self-sim_dar","sim_uSeed-7333315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-733.rds",2000,5,"self-sim_dar","fit_uSeed-7333315_iter-2000_thin-5_Rep-733.rds"
7343308,"Gaussian","DAR",100,0.4,100,0,734,"self-sim_dar","sim_uSeed-7343308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-734.rds",2000,5,"self-sim_dar","fit_uSeed-7343308_iter-2000_thin-5_Rep-734.rds"
7343315,"Chi2","DAR",100,0.4,100,0,734,"self-sim_dar","sim_uSeed-7343315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-734.rds",2000,5,"self-sim_dar","fit_uSeed-7343315_iter-2000_thin-5_Rep-734.rds"
7353308,"Gaussian","DAR",100,0.4,100,0,735,"self-sim_dar","sim_uSeed-7353308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-735.rds",2000,5,"self-sim_dar","fit_uSeed-7353308_iter-2000_thin-5_Rep-735.rds"
7353315,"Chi2","DAR",100,0.4,100,0,735,"self-sim_dar","sim_uSeed-7353315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-735.rds",2000,5,"self-sim_dar","fit_uSeed-7353315_iter-2000_thin-5_Rep-735.rds"
7363308,"Gaussian","DAR",100,0.4,100,0,736,"self-sim_dar","sim_uSeed-7363308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-736.rds",2000,5,"self-sim_dar","fit_uSeed-7363308_iter-2000_thin-5_Rep-736.rds"
7363315,"Chi2","DAR",100,0.4,100,0,736,"self-sim_dar","sim_uSeed-7363315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-736.rds",2000,5,"self-sim_dar","fit_uSeed-7363315_iter-2000_thin-5_Rep-736.rds"
7373308,"Gaussian","DAR",100,0.4,100,0,737,"self-sim_dar","sim_uSeed-7373308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-737.rds",2000,5,"self-sim_dar","fit_uSeed-7373308_iter-2000_thin-5_Rep-737.rds"
7373315,"Chi2","DAR",100,0.4,100,0,737,"self-sim_dar","sim_uSeed-7373315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-737.rds",2000,5,"self-sim_dar","fit_uSeed-7373315_iter-2000_thin-5_Rep-737.rds"
7383308,"Gaussian","DAR",100,0.4,100,0,738,"self-sim_dar","sim_uSeed-7383308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-738.rds",2000,5,"self-sim_dar","fit_uSeed-7383308_iter-2000_thin-5_Rep-738.rds"
7383315,"Chi2","DAR",100,0.4,100,0,738,"self-sim_dar","sim_uSeed-7383315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-738.rds",2000,5,"self-sim_dar","fit_uSeed-7383315_iter-2000_thin-5_Rep-738.rds"
7393308,"Gaussian","DAR",100,0.4,100,0,739,"self-sim_dar","sim_uSeed-7393308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-739.rds",2000,5,"self-sim_dar","fit_uSeed-7393308_iter-2000_thin-5_Rep-739.rds"
7393315,"Chi2","DAR",100,0.4,100,0,739,"self-sim_dar","sim_uSeed-7393315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-739.rds",2000,5,"self-sim_dar","fit_uSeed-7393315_iter-2000_thin-5_Rep-739.rds"
7403308,"Gaussian","DAR",100,0.4,100,0,740,"self-sim_dar","sim_uSeed-7403308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-740.rds",2000,5,"self-sim_dar","fit_uSeed-7403308_iter-2000_thin-5_Rep-740.rds"
7403315,"Chi2","DAR",100,0.4,100,0,740,"self-sim_dar","sim_uSeed-7403315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-740.rds",2000,5,"self-sim_dar","fit_uSeed-7403315_iter-2000_thin-5_Rep-740.rds"
7413308,"Gaussian","DAR",100,0.4,100,0,741,"self-sim_dar","sim_uSeed-7413308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-741.rds",2000,5,"self-sim_dar","fit_uSeed-7413308_iter-2000_thin-5_Rep-741.rds"
7413315,"Chi2","DAR",100,0.4,100,0,741,"self-sim_dar","sim_uSeed-7413315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-741.rds",2000,5,"self-sim_dar","fit_uSeed-7413315_iter-2000_thin-5_Rep-741.rds"
7423308,"Gaussian","DAR",100,0.4,100,0,742,"self-sim_dar","sim_uSeed-7423308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-742.rds",2000,5,"self-sim_dar","fit_uSeed-7423308_iter-2000_thin-5_Rep-742.rds"
7423315,"Chi2","DAR",100,0.4,100,0,742,"self-sim_dar","sim_uSeed-7423315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-742.rds",2000,5,"self-sim_dar","fit_uSeed-7423315_iter-2000_thin-5_Rep-742.rds"
7433308,"Gaussian","DAR",100,0.4,100,0,743,"self-sim_dar","sim_uSeed-7433308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-743.rds",2000,5,"self-sim_dar","fit_uSeed-7433308_iter-2000_thin-5_Rep-743.rds"
7433315,"Chi2","DAR",100,0.4,100,0,743,"self-sim_dar","sim_uSeed-7433315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-743.rds",2000,5,"self-sim_dar","fit_uSeed-7433315_iter-2000_thin-5_Rep-743.rds"
7443308,"Gaussian","DAR",100,0.4,100,0,744,"self-sim_dar","sim_uSeed-7443308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-744.rds",2000,5,"self-sim_dar","fit_uSeed-7443308_iter-2000_thin-5_Rep-744.rds"
7443315,"Chi2","DAR",100,0.4,100,0,744,"self-sim_dar","sim_uSeed-7443315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-744.rds",2000,5,"self-sim_dar","fit_uSeed-7443315_iter-2000_thin-5_Rep-744.rds"
7453308,"Gaussian","DAR",100,0.4,100,0,745,"self-sim_dar","sim_uSeed-7453308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-745.rds",2000,5,"self-sim_dar","fit_uSeed-7453308_iter-2000_thin-5_Rep-745.rds"
7453315,"Chi2","DAR",100,0.4,100,0,745,"self-sim_dar","sim_uSeed-7453315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-745.rds",2000,5,"self-sim_dar","fit_uSeed-7453315_iter-2000_thin-5_Rep-745.rds"
7463308,"Gaussian","DAR",100,0.4,100,0,746,"self-sim_dar","sim_uSeed-7463308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-746.rds",2000,5,"self-sim_dar","fit_uSeed-7463308_iter-2000_thin-5_Rep-746.rds"
7463315,"Chi2","DAR",100,0.4,100,0,746,"self-sim_dar","sim_uSeed-7463315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-746.rds",2000,5,"self-sim_dar","fit_uSeed-7463315_iter-2000_thin-5_Rep-746.rds"
7473308,"Gaussian","DAR",100,0.4,100,0,747,"self-sim_dar","sim_uSeed-7473308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-747.rds",2000,5,"self-sim_dar","fit_uSeed-7473308_iter-2000_thin-5_Rep-747.rds"
7473315,"Chi2","DAR",100,0.4,100,0,747,"self-sim_dar","sim_uSeed-7473315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-747.rds",2000,5,"self-sim_dar","fit_uSeed-7473315_iter-2000_thin-5_Rep-747.rds"
7483308,"Gaussian","DAR",100,0.4,100,0,748,"self-sim_dar","sim_uSeed-7483308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-748.rds",2000,5,"self-sim_dar","fit_uSeed-7483308_iter-2000_thin-5_Rep-748.rds"
7483315,"Chi2","DAR",100,0.4,100,0,748,"self-sim_dar","sim_uSeed-7483315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-748.rds",2000,5,"self-sim_dar","fit_uSeed-7483315_iter-2000_thin-5_Rep-748.rds"
7493308,"Gaussian","DAR",100,0.4,100,0,749,"self-sim_dar","sim_uSeed-7493308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-749.rds",2000,5,"self-sim_dar","fit_uSeed-7493308_iter-2000_thin-5_Rep-749.rds"
7493315,"Chi2","DAR",100,0.4,100,0,749,"self-sim_dar","sim_uSeed-7493315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-749.rds",2000,5,"self-sim_dar","fit_uSeed-7493315_iter-2000_thin-5_Rep-749.rds"
7503308,"Gaussian","DAR",100,0.4,100,0,750,"self-sim_dar","sim_uSeed-7503308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-750.rds",2000,5,"self-sim_dar","fit_uSeed-7503308_iter-2000_thin-5_Rep-750.rds"
7503315,"Chi2","DAR",100,0.4,100,0,750,"self-sim_dar","sim_uSeed-7503315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-750.rds",2000,5,"self-sim_dar","fit_uSeed-7503315_iter-2000_thin-5_Rep-750.rds"
7513308,"Gaussian","DAR",100,0.4,100,0,751,"self-sim_dar","sim_uSeed-7513308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-751.rds",2000,5,"self-sim_dar","fit_uSeed-7513308_iter-2000_thin-5_Rep-751.rds"
7513315,"Chi2","DAR",100,0.4,100,0,751,"self-sim_dar","sim_uSeed-7513315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-751.rds",2000,5,"self-sim_dar","fit_uSeed-7513315_iter-2000_thin-5_Rep-751.rds"
7523308,"Gaussian","DAR",100,0.4,100,0,752,"self-sim_dar","sim_uSeed-7523308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-752.rds",2000,5,"self-sim_dar","fit_uSeed-7523308_iter-2000_thin-5_Rep-752.rds"
7523315,"Chi2","DAR",100,0.4,100,0,752,"self-sim_dar","sim_uSeed-7523315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-752.rds",2000,5,"self-sim_dar","fit_uSeed-7523315_iter-2000_thin-5_Rep-752.rds"
7533308,"Gaussian","DAR",100,0.4,100,0,753,"self-sim_dar","sim_uSeed-7533308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-753.rds",2000,5,"self-sim_dar","fit_uSeed-7533308_iter-2000_thin-5_Rep-753.rds"
7533315,"Chi2","DAR",100,0.4,100,0,753,"self-sim_dar","sim_uSeed-7533315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-753.rds",2000,5,"self-sim_dar","fit_uSeed-7533315_iter-2000_thin-5_Rep-753.rds"
7543308,"Gaussian","DAR",100,0.4,100,0,754,"self-sim_dar","sim_uSeed-7543308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-754.rds",2000,5,"self-sim_dar","fit_uSeed-7543308_iter-2000_thin-5_Rep-754.rds"
7543315,"Chi2","DAR",100,0.4,100,0,754,"self-sim_dar","sim_uSeed-7543315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-754.rds",2000,5,"self-sim_dar","fit_uSeed-7543315_iter-2000_thin-5_Rep-754.rds"
7553308,"Gaussian","DAR",100,0.4,100,0,755,"self-sim_dar","sim_uSeed-7553308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-755.rds",2000,5,"self-sim_dar","fit_uSeed-7553308_iter-2000_thin-5_Rep-755.rds"
7553315,"Chi2","DAR",100,0.4,100,0,755,"self-sim_dar","sim_uSeed-7553315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-755.rds",2000,5,"self-sim_dar","fit_uSeed-7553315_iter-2000_thin-5_Rep-755.rds"
7563308,"Gaussian","DAR",100,0.4,100,0,756,"self-sim_dar","sim_uSeed-7563308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-756.rds",2000,5,"self-sim_dar","fit_uSeed-7563308_iter-2000_thin-5_Rep-756.rds"
7563315,"Chi2","DAR",100,0.4,100,0,756,"self-sim_dar","sim_uSeed-7563315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-756.rds",2000,5,"self-sim_dar","fit_uSeed-7563315_iter-2000_thin-5_Rep-756.rds"
7573308,"Gaussian","DAR",100,0.4,100,0,757,"self-sim_dar","sim_uSeed-7573308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-757.rds",2000,5,"self-sim_dar","fit_uSeed-7573308_iter-2000_thin-5_Rep-757.rds"
7573315,"Chi2","DAR",100,0.4,100,0,757,"self-sim_dar","sim_uSeed-7573315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-757.rds",2000,5,"self-sim_dar","fit_uSeed-7573315_iter-2000_thin-5_Rep-757.rds"
7583308,"Gaussian","DAR",100,0.4,100,0,758,"self-sim_dar","sim_uSeed-7583308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-758.rds",2000,5,"self-sim_dar","fit_uSeed-7583308_iter-2000_thin-5_Rep-758.rds"
7583315,"Chi2","DAR",100,0.4,100,0,758,"self-sim_dar","sim_uSeed-7583315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-758.rds",2000,5,"self-sim_dar","fit_uSeed-7583315_iter-2000_thin-5_Rep-758.rds"
7593308,"Gaussian","DAR",100,0.4,100,0,759,"self-sim_dar","sim_uSeed-7593308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-759.rds",2000,5,"self-sim_dar","fit_uSeed-7593308_iter-2000_thin-5_Rep-759.rds"
7593315,"Chi2","DAR",100,0.4,100,0,759,"self-sim_dar","sim_uSeed-7593315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-759.rds",2000,5,"self-sim_dar","fit_uSeed-7593315_iter-2000_thin-5_Rep-759.rds"
7603308,"Gaussian","DAR",100,0.4,100,0,760,"self-sim_dar","sim_uSeed-7603308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-760.rds",2000,5,"self-sim_dar","fit_uSeed-7603308_iter-2000_thin-5_Rep-760.rds"
7603315,"Chi2","DAR",100,0.4,100,0,760,"self-sim_dar","sim_uSeed-7603315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-760.rds",2000,5,"self-sim_dar","fit_uSeed-7603315_iter-2000_thin-5_Rep-760.rds"
7613308,"Gaussian","DAR",100,0.4,100,0,761,"self-sim_dar","sim_uSeed-7613308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-761.rds",2000,5,"self-sim_dar","fit_uSeed-7613308_iter-2000_thin-5_Rep-761.rds"
7613315,"Chi2","DAR",100,0.4,100,0,761,"self-sim_dar","sim_uSeed-7613315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-761.rds",2000,5,"self-sim_dar","fit_uSeed-7613315_iter-2000_thin-5_Rep-761.rds"
7623308,"Gaussian","DAR",100,0.4,100,0,762,"self-sim_dar","sim_uSeed-7623308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-762.rds",2000,5,"self-sim_dar","fit_uSeed-7623308_iter-2000_thin-5_Rep-762.rds"
7623315,"Chi2","DAR",100,0.4,100,0,762,"self-sim_dar","sim_uSeed-7623315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-762.rds",2000,5,"self-sim_dar","fit_uSeed-7623315_iter-2000_thin-5_Rep-762.rds"
7633308,"Gaussian","DAR",100,0.4,100,0,763,"self-sim_dar","sim_uSeed-7633308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-763.rds",2000,5,"self-sim_dar","fit_uSeed-7633308_iter-2000_thin-5_Rep-763.rds"
7633315,"Chi2","DAR",100,0.4,100,0,763,"self-sim_dar","sim_uSeed-7633315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-763.rds",2000,5,"self-sim_dar","fit_uSeed-7633315_iter-2000_thin-5_Rep-763.rds"
7643308,"Gaussian","DAR",100,0.4,100,0,764,"self-sim_dar","sim_uSeed-7643308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-764.rds",2000,5,"self-sim_dar","fit_uSeed-7643308_iter-2000_thin-5_Rep-764.rds"
7643315,"Chi2","DAR",100,0.4,100,0,764,"self-sim_dar","sim_uSeed-7643315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-764.rds",2000,5,"self-sim_dar","fit_uSeed-7643315_iter-2000_thin-5_Rep-764.rds"
7653308,"Gaussian","DAR",100,0.4,100,0,765,"self-sim_dar","sim_uSeed-7653308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-765.rds",2000,5,"self-sim_dar","fit_uSeed-7653308_iter-2000_thin-5_Rep-765.rds"
7653315,"Chi2","DAR",100,0.4,100,0,765,"self-sim_dar","sim_uSeed-7653315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-765.rds",2000,5,"self-sim_dar","fit_uSeed-7653315_iter-2000_thin-5_Rep-765.rds"
7663308,"Gaussian","DAR",100,0.4,100,0,766,"self-sim_dar","sim_uSeed-7663308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-766.rds",2000,5,"self-sim_dar","fit_uSeed-7663308_iter-2000_thin-5_Rep-766.rds"
7663315,"Chi2","DAR",100,0.4,100,0,766,"self-sim_dar","sim_uSeed-7663315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-766.rds",2000,5,"self-sim_dar","fit_uSeed-7663315_iter-2000_thin-5_Rep-766.rds"
7673308,"Gaussian","DAR",100,0.4,100,0,767,"self-sim_dar","sim_uSeed-7673308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-767.rds",2000,5,"self-sim_dar","fit_uSeed-7673308_iter-2000_thin-5_Rep-767.rds"
7673315,"Chi2","DAR",100,0.4,100,0,767,"self-sim_dar","sim_uSeed-7673315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-767.rds",2000,5,"self-sim_dar","fit_uSeed-7673315_iter-2000_thin-5_Rep-767.rds"
7683308,"Gaussian","DAR",100,0.4,100,0,768,"self-sim_dar","sim_uSeed-7683308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-768.rds",2000,5,"self-sim_dar","fit_uSeed-7683308_iter-2000_thin-5_Rep-768.rds"
7683315,"Chi2","DAR",100,0.4,100,0,768,"self-sim_dar","sim_uSeed-7683315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-768.rds",2000,5,"self-sim_dar","fit_uSeed-7683315_iter-2000_thin-5_Rep-768.rds"
7693308,"Gaussian","DAR",100,0.4,100,0,769,"self-sim_dar","sim_uSeed-7693308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-769.rds",2000,5,"self-sim_dar","fit_uSeed-7693308_iter-2000_thin-5_Rep-769.rds"
7693315,"Chi2","DAR",100,0.4,100,0,769,"self-sim_dar","sim_uSeed-7693315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-769.rds",2000,5,"self-sim_dar","fit_uSeed-7693315_iter-2000_thin-5_Rep-769.rds"
7703308,"Gaussian","DAR",100,0.4,100,0,770,"self-sim_dar","sim_uSeed-7703308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-770.rds",2000,5,"self-sim_dar","fit_uSeed-7703308_iter-2000_thin-5_Rep-770.rds"
7703315,"Chi2","DAR",100,0.4,100,0,770,"self-sim_dar","sim_uSeed-7703315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-770.rds",2000,5,"self-sim_dar","fit_uSeed-7703315_iter-2000_thin-5_Rep-770.rds"
7713308,"Gaussian","DAR",100,0.4,100,0,771,"self-sim_dar","sim_uSeed-7713308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-771.rds",2000,5,"self-sim_dar","fit_uSeed-7713308_iter-2000_thin-5_Rep-771.rds"
7713315,"Chi2","DAR",100,0.4,100,0,771,"self-sim_dar","sim_uSeed-7713315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-771.rds",2000,5,"self-sim_dar","fit_uSeed-7713315_iter-2000_thin-5_Rep-771.rds"
7723308,"Gaussian","DAR",100,0.4,100,0,772,"self-sim_dar","sim_uSeed-7723308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-772.rds",2000,5,"self-sim_dar","fit_uSeed-7723308_iter-2000_thin-5_Rep-772.rds"
7723315,"Chi2","DAR",100,0.4,100,0,772,"self-sim_dar","sim_uSeed-7723315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-772.rds",2000,5,"self-sim_dar","fit_uSeed-7723315_iter-2000_thin-5_Rep-772.rds"
