"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File","iter","thin","fit.Path","fit.File"
1733308,"Gaussian","DAR",100,0.4,100,0,173,"self-sim_dar","sim_uSeed-1733308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-173.rds",2000,5,"self-sim_dar","fit_uSeed-1733308_iter-2000_thin-5_Rep-173.rds"
1733315,"Chi2","DAR",100,0.4,100,0,173,"self-sim_dar","sim_uSeed-1733315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-173.rds",2000,5,"self-sim_dar","fit_uSeed-1733315_iter-2000_thin-5_Rep-173.rds"
1743308,"Gaussian","DAR",100,0.4,100,0,174,"self-sim_dar","sim_uSeed-1743308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-174.rds",2000,5,"self-sim_dar","fit_uSeed-1743308_iter-2000_thin-5_Rep-174.rds"
1743315,"Chi2","DAR",100,0.4,100,0,174,"self-sim_dar","sim_uSeed-1743315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-174.rds",2000,5,"self-sim_dar","fit_uSeed-1743315_iter-2000_thin-5_Rep-174.rds"
1753308,"Gaussian","DAR",100,0.4,100,0,175,"self-sim_dar","sim_uSeed-1753308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-175.rds",2000,5,"self-sim_dar","fit_uSeed-1753308_iter-2000_thin-5_Rep-175.rds"
1753315,"Chi2","DAR",100,0.4,100,0,175,"self-sim_dar","sim_uSeed-1753315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-175.rds",2000,5,"self-sim_dar","fit_uSeed-1753315_iter-2000_thin-5_Rep-175.rds"
1763308,"Gaussian","DAR",100,0.4,100,0,176,"self-sim_dar","sim_uSeed-1763308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-176.rds",2000,5,"self-sim_dar","fit_uSeed-1763308_iter-2000_thin-5_Rep-176.rds"
1763315,"Chi2","DAR",100,0.4,100,0,176,"self-sim_dar","sim_uSeed-1763315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-176.rds",2000,5,"self-sim_dar","fit_uSeed-1763315_iter-2000_thin-5_Rep-176.rds"
1773308,"Gaussian","DAR",100,0.4,100,0,177,"self-sim_dar","sim_uSeed-1773308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-177.rds",2000,5,"self-sim_dar","fit_uSeed-1773308_iter-2000_thin-5_Rep-177.rds"
1773315,"Chi2","DAR",100,0.4,100,0,177,"self-sim_dar","sim_uSeed-1773315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-177.rds",2000,5,"self-sim_dar","fit_uSeed-1773315_iter-2000_thin-5_Rep-177.rds"
1783308,"Gaussian","DAR",100,0.4,100,0,178,"self-sim_dar","sim_uSeed-1783308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-178.rds",2000,5,"self-sim_dar","fit_uSeed-1783308_iter-2000_thin-5_Rep-178.rds"
1783315,"Chi2","DAR",100,0.4,100,0,178,"self-sim_dar","sim_uSeed-1783315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-178.rds",2000,5,"self-sim_dar","fit_uSeed-1783315_iter-2000_thin-5_Rep-178.rds"
1793308,"Gaussian","DAR",100,0.4,100,0,179,"self-sim_dar","sim_uSeed-1793308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-179.rds",2000,5,"self-sim_dar","fit_uSeed-1793308_iter-2000_thin-5_Rep-179.rds"
1793315,"Chi2","DAR",100,0.4,100,0,179,"self-sim_dar","sim_uSeed-1793315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-179.rds",2000,5,"self-sim_dar","fit_uSeed-1793315_iter-2000_thin-5_Rep-179.rds"
1803308,"Gaussian","DAR",100,0.4,100,0,180,"self-sim_dar","sim_uSeed-1803308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-180.rds",2000,5,"self-sim_dar","fit_uSeed-1803308_iter-2000_thin-5_Rep-180.rds"
1803315,"Chi2","DAR",100,0.4,100,0,180,"self-sim_dar","sim_uSeed-1803315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-180.rds",2000,5,"self-sim_dar","fit_uSeed-1803315_iter-2000_thin-5_Rep-180.rds"
1813308,"Gaussian","DAR",100,0.4,100,0,181,"self-sim_dar","sim_uSeed-1813308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-181.rds",2000,5,"self-sim_dar","fit_uSeed-1813308_iter-2000_thin-5_Rep-181.rds"
1813315,"Chi2","DAR",100,0.4,100,0,181,"self-sim_dar","sim_uSeed-1813315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-181.rds",2000,5,"self-sim_dar","fit_uSeed-1813315_iter-2000_thin-5_Rep-181.rds"
1823308,"Gaussian","DAR",100,0.4,100,0,182,"self-sim_dar","sim_uSeed-1823308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-182.rds",2000,5,"self-sim_dar","fit_uSeed-1823308_iter-2000_thin-5_Rep-182.rds"
1823315,"Chi2","DAR",100,0.4,100,0,182,"self-sim_dar","sim_uSeed-1823315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-182.rds",2000,5,"self-sim_dar","fit_uSeed-1823315_iter-2000_thin-5_Rep-182.rds"
1833308,"Gaussian","DAR",100,0.4,100,0,183,"self-sim_dar","sim_uSeed-1833308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-183.rds",2000,5,"self-sim_dar","fit_uSeed-1833308_iter-2000_thin-5_Rep-183.rds"
1833315,"Chi2","DAR",100,0.4,100,0,183,"self-sim_dar","sim_uSeed-1833315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-183.rds",2000,5,"self-sim_dar","fit_uSeed-1833315_iter-2000_thin-5_Rep-183.rds"
1843308,"Gaussian","DAR",100,0.4,100,0,184,"self-sim_dar","sim_uSeed-1843308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-184.rds",2000,5,"self-sim_dar","fit_uSeed-1843308_iter-2000_thin-5_Rep-184.rds"
1843315,"Chi2","DAR",100,0.4,100,0,184,"self-sim_dar","sim_uSeed-1843315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-184.rds",2000,5,"self-sim_dar","fit_uSeed-1843315_iter-2000_thin-5_Rep-184.rds"
1853308,"Gaussian","DAR",100,0.4,100,0,185,"self-sim_dar","sim_uSeed-1853308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-185.rds",2000,5,"self-sim_dar","fit_uSeed-1853308_iter-2000_thin-5_Rep-185.rds"
1853315,"Chi2","DAR",100,0.4,100,0,185,"self-sim_dar","sim_uSeed-1853315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-185.rds",2000,5,"self-sim_dar","fit_uSeed-1853315_iter-2000_thin-5_Rep-185.rds"
1863308,"Gaussian","DAR",100,0.4,100,0,186,"self-sim_dar","sim_uSeed-1863308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-186.rds",2000,5,"self-sim_dar","fit_uSeed-1863308_iter-2000_thin-5_Rep-186.rds"
1863315,"Chi2","DAR",100,0.4,100,0,186,"self-sim_dar","sim_uSeed-1863315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-186.rds",2000,5,"self-sim_dar","fit_uSeed-1863315_iter-2000_thin-5_Rep-186.rds"
1873308,"Gaussian","DAR",100,0.4,100,0,187,"self-sim_dar","sim_uSeed-1873308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-187.rds",2000,5,"self-sim_dar","fit_uSeed-1873308_iter-2000_thin-5_Rep-187.rds"
1873315,"Chi2","DAR",100,0.4,100,0,187,"self-sim_dar","sim_uSeed-1873315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-187.rds",2000,5,"self-sim_dar","fit_uSeed-1873315_iter-2000_thin-5_Rep-187.rds"
1883308,"Gaussian","DAR",100,0.4,100,0,188,"self-sim_dar","sim_uSeed-1883308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-188.rds",2000,5,"self-sim_dar","fit_uSeed-1883308_iter-2000_thin-5_Rep-188.rds"
1883315,"Chi2","DAR",100,0.4,100,0,188,"self-sim_dar","sim_uSeed-1883315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-188.rds",2000,5,"self-sim_dar","fit_uSeed-1883315_iter-2000_thin-5_Rep-188.rds"
1893308,"Gaussian","DAR",100,0.4,100,0,189,"self-sim_dar","sim_uSeed-1893308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-189.rds",2000,5,"self-sim_dar","fit_uSeed-1893308_iter-2000_thin-5_Rep-189.rds"
1893315,"Chi2","DAR",100,0.4,100,0,189,"self-sim_dar","sim_uSeed-1893315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-189.rds",2000,5,"self-sim_dar","fit_uSeed-1893315_iter-2000_thin-5_Rep-189.rds"
1903308,"Gaussian","DAR",100,0.4,100,0,190,"self-sim_dar","sim_uSeed-1903308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-190.rds",2000,5,"self-sim_dar","fit_uSeed-1903308_iter-2000_thin-5_Rep-190.rds"
1903315,"Chi2","DAR",100,0.4,100,0,190,"self-sim_dar","sim_uSeed-1903315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-190.rds",2000,5,"self-sim_dar","fit_uSeed-1903315_iter-2000_thin-5_Rep-190.rds"
1913308,"Gaussian","DAR",100,0.4,100,0,191,"self-sim_dar","sim_uSeed-1913308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-191.rds",2000,5,"self-sim_dar","fit_uSeed-1913308_iter-2000_thin-5_Rep-191.rds"
1913315,"Chi2","DAR",100,0.4,100,0,191,"self-sim_dar","sim_uSeed-1913315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-191.rds",2000,5,"self-sim_dar","fit_uSeed-1913315_iter-2000_thin-5_Rep-191.rds"
1923308,"Gaussian","DAR",100,0.4,100,0,192,"self-sim_dar","sim_uSeed-1923308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-192.rds",2000,5,"self-sim_dar","fit_uSeed-1923308_iter-2000_thin-5_Rep-192.rds"
1923315,"Chi2","DAR",100,0.4,100,0,192,"self-sim_dar","sim_uSeed-1923315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-192.rds",2000,5,"self-sim_dar","fit_uSeed-1923315_iter-2000_thin-5_Rep-192.rds"
1933308,"Gaussian","DAR",100,0.4,100,0,193,"self-sim_dar","sim_uSeed-1933308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-193.rds",2000,5,"self-sim_dar","fit_uSeed-1933308_iter-2000_thin-5_Rep-193.rds"
1933315,"Chi2","DAR",100,0.4,100,0,193,"self-sim_dar","sim_uSeed-1933315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-193.rds",2000,5,"self-sim_dar","fit_uSeed-1933315_iter-2000_thin-5_Rep-193.rds"
1943308,"Gaussian","DAR",100,0.4,100,0,194,"self-sim_dar","sim_uSeed-1943308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-194.rds",2000,5,"self-sim_dar","fit_uSeed-1943308_iter-2000_thin-5_Rep-194.rds"
1943315,"Chi2","DAR",100,0.4,100,0,194,"self-sim_dar","sim_uSeed-1943315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-194.rds",2000,5,"self-sim_dar","fit_uSeed-1943315_iter-2000_thin-5_Rep-194.rds"
1953308,"Gaussian","DAR",100,0.4,100,0,195,"self-sim_dar","sim_uSeed-1953308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-195.rds",2000,5,"self-sim_dar","fit_uSeed-1953308_iter-2000_thin-5_Rep-195.rds"
1953315,"Chi2","DAR",100,0.4,100,0,195,"self-sim_dar","sim_uSeed-1953315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-195.rds",2000,5,"self-sim_dar","fit_uSeed-1953315_iter-2000_thin-5_Rep-195.rds"
1963308,"Gaussian","DAR",100,0.4,100,0,196,"self-sim_dar","sim_uSeed-1963308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-196.rds",2000,5,"self-sim_dar","fit_uSeed-1963308_iter-2000_thin-5_Rep-196.rds"
1963315,"Chi2","DAR",100,0.4,100,0,196,"self-sim_dar","sim_uSeed-1963315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-196.rds",2000,5,"self-sim_dar","fit_uSeed-1963315_iter-2000_thin-5_Rep-196.rds"
1973308,"Gaussian","DAR",100,0.4,100,0,197,"self-sim_dar","sim_uSeed-1973308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-197.rds",2000,5,"self-sim_dar","fit_uSeed-1973308_iter-2000_thin-5_Rep-197.rds"
1973315,"Chi2","DAR",100,0.4,100,0,197,"self-sim_dar","sim_uSeed-1973315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-197.rds",2000,5,"self-sim_dar","fit_uSeed-1973315_iter-2000_thin-5_Rep-197.rds"
1983308,"Gaussian","DAR",100,0.4,100,0,198,"self-sim_dar","sim_uSeed-1983308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-198.rds",2000,5,"self-sim_dar","fit_uSeed-1983308_iter-2000_thin-5_Rep-198.rds"
1983315,"Chi2","DAR",100,0.4,100,0,198,"self-sim_dar","sim_uSeed-1983315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-198.rds",2000,5,"self-sim_dar","fit_uSeed-1983315_iter-2000_thin-5_Rep-198.rds"
1993308,"Gaussian","DAR",100,0.4,100,0,199,"self-sim_dar","sim_uSeed-1993308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-199.rds",2000,5,"self-sim_dar","fit_uSeed-1993308_iter-2000_thin-5_Rep-199.rds"
1993315,"Chi2","DAR",100,0.4,100,0,199,"self-sim_dar","sim_uSeed-1993315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-199.rds",2000,5,"self-sim_dar","fit_uSeed-1993315_iter-2000_thin-5_Rep-199.rds"
2003308,"Gaussian","DAR",100,0.4,100,0,200,"self-sim_dar","sim_uSeed-2003308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-200.rds",2000,5,"self-sim_dar","fit_uSeed-2003308_iter-2000_thin-5_Rep-200.rds"
2003315,"Chi2","DAR",100,0.4,100,0,200,"self-sim_dar","sim_uSeed-2003315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-200.rds",2000,5,"self-sim_dar","fit_uSeed-2003315_iter-2000_thin-5_Rep-200.rds"
2013308,"Gaussian","DAR",100,0.4,100,0,201,"self-sim_dar","sim_uSeed-2013308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-201.rds",2000,5,"self-sim_dar","fit_uSeed-2013308_iter-2000_thin-5_Rep-201.rds"
2013315,"Chi2","DAR",100,0.4,100,0,201,"self-sim_dar","sim_uSeed-2013315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-201.rds",2000,5,"self-sim_dar","fit_uSeed-2013315_iter-2000_thin-5_Rep-201.rds"
2023308,"Gaussian","DAR",100,0.4,100,0,202,"self-sim_dar","sim_uSeed-2023308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-202.rds",2000,5,"self-sim_dar","fit_uSeed-2023308_iter-2000_thin-5_Rep-202.rds"
2023315,"Chi2","DAR",100,0.4,100,0,202,"self-sim_dar","sim_uSeed-2023315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-202.rds",2000,5,"self-sim_dar","fit_uSeed-2023315_iter-2000_thin-5_Rep-202.rds"
2033308,"Gaussian","DAR",100,0.4,100,0,203,"self-sim_dar","sim_uSeed-2033308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-203.rds",2000,5,"self-sim_dar","fit_uSeed-2033308_iter-2000_thin-5_Rep-203.rds"
2033315,"Chi2","DAR",100,0.4,100,0,203,"self-sim_dar","sim_uSeed-2033315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-203.rds",2000,5,"self-sim_dar","fit_uSeed-2033315_iter-2000_thin-5_Rep-203.rds"
2043308,"Gaussian","DAR",100,0.4,100,0,204,"self-sim_dar","sim_uSeed-2043308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-204.rds",2000,5,"self-sim_dar","fit_uSeed-2043308_iter-2000_thin-5_Rep-204.rds"
2043315,"Chi2","DAR",100,0.4,100,0,204,"self-sim_dar","sim_uSeed-2043315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-204.rds",2000,5,"self-sim_dar","fit_uSeed-2043315_iter-2000_thin-5_Rep-204.rds"
2053308,"Gaussian","DAR",100,0.4,100,0,205,"self-sim_dar","sim_uSeed-2053308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-205.rds",2000,5,"self-sim_dar","fit_uSeed-2053308_iter-2000_thin-5_Rep-205.rds"
2053315,"Chi2","DAR",100,0.4,100,0,205,"self-sim_dar","sim_uSeed-2053315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-205.rds",2000,5,"self-sim_dar","fit_uSeed-2053315_iter-2000_thin-5_Rep-205.rds"
2063308,"Gaussian","DAR",100,0.4,100,0,206,"self-sim_dar","sim_uSeed-2063308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-206.rds",2000,5,"self-sim_dar","fit_uSeed-2063308_iter-2000_thin-5_Rep-206.rds"
2063315,"Chi2","DAR",100,0.4,100,0,206,"self-sim_dar","sim_uSeed-2063315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-206.rds",2000,5,"self-sim_dar","fit_uSeed-2063315_iter-2000_thin-5_Rep-206.rds"
2073308,"Gaussian","DAR",100,0.4,100,0,207,"self-sim_dar","sim_uSeed-2073308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-207.rds",2000,5,"self-sim_dar","fit_uSeed-2073308_iter-2000_thin-5_Rep-207.rds"
2073315,"Chi2","DAR",100,0.4,100,0,207,"self-sim_dar","sim_uSeed-2073315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-207.rds",2000,5,"self-sim_dar","fit_uSeed-2073315_iter-2000_thin-5_Rep-207.rds"
2083308,"Gaussian","DAR",100,0.4,100,0,208,"self-sim_dar","sim_uSeed-2083308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-208.rds",2000,5,"self-sim_dar","fit_uSeed-2083308_iter-2000_thin-5_Rep-208.rds"
2083315,"Chi2","DAR",100,0.4,100,0,208,"self-sim_dar","sim_uSeed-2083315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-208.rds",2000,5,"self-sim_dar","fit_uSeed-2083315_iter-2000_thin-5_Rep-208.rds"
2093308,"Gaussian","DAR",100,0.4,100,0,209,"self-sim_dar","sim_uSeed-2093308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-209.rds",2000,5,"self-sim_dar","fit_uSeed-2093308_iter-2000_thin-5_Rep-209.rds"
2093315,"Chi2","DAR",100,0.4,100,0,209,"self-sim_dar","sim_uSeed-2093315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-209.rds",2000,5,"self-sim_dar","fit_uSeed-2093315_iter-2000_thin-5_Rep-209.rds"
2103308,"Gaussian","DAR",100,0.4,100,0,210,"self-sim_dar","sim_uSeed-2103308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-210.rds",2000,5,"self-sim_dar","fit_uSeed-2103308_iter-2000_thin-5_Rep-210.rds"
2103315,"Chi2","DAR",100,0.4,100,0,210,"self-sim_dar","sim_uSeed-2103315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-210.rds",2000,5,"self-sim_dar","fit_uSeed-2103315_iter-2000_thin-5_Rep-210.rds"
2113308,"Gaussian","DAR",100,0.4,100,0,211,"self-sim_dar","sim_uSeed-2113308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-211.rds",2000,5,"self-sim_dar","fit_uSeed-2113308_iter-2000_thin-5_Rep-211.rds"
2113315,"Chi2","DAR",100,0.4,100,0,211,"self-sim_dar","sim_uSeed-2113315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-211.rds",2000,5,"self-sim_dar","fit_uSeed-2113315_iter-2000_thin-5_Rep-211.rds"
2123308,"Gaussian","DAR",100,0.4,100,0,212,"self-sim_dar","sim_uSeed-2123308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-212.rds",2000,5,"self-sim_dar","fit_uSeed-2123308_iter-2000_thin-5_Rep-212.rds"
2123315,"Chi2","DAR",100,0.4,100,0,212,"self-sim_dar","sim_uSeed-2123315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-212.rds",2000,5,"self-sim_dar","fit_uSeed-2123315_iter-2000_thin-5_Rep-212.rds"
2133308,"Gaussian","DAR",100,0.4,100,0,213,"self-sim_dar","sim_uSeed-2133308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-213.rds",2000,5,"self-sim_dar","fit_uSeed-2133308_iter-2000_thin-5_Rep-213.rds"
2133315,"Chi2","DAR",100,0.4,100,0,213,"self-sim_dar","sim_uSeed-2133315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-213.rds",2000,5,"self-sim_dar","fit_uSeed-2133315_iter-2000_thin-5_Rep-213.rds"
2143308,"Gaussian","DAR",100,0.4,100,0,214,"self-sim_dar","sim_uSeed-2143308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-214.rds",2000,5,"self-sim_dar","fit_uSeed-2143308_iter-2000_thin-5_Rep-214.rds"
2143315,"Chi2","DAR",100,0.4,100,0,214,"self-sim_dar","sim_uSeed-2143315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-214.rds",2000,5,"self-sim_dar","fit_uSeed-2143315_iter-2000_thin-5_Rep-214.rds"
2153308,"Gaussian","DAR",100,0.4,100,0,215,"self-sim_dar","sim_uSeed-2153308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-215.rds",2000,5,"self-sim_dar","fit_uSeed-2153308_iter-2000_thin-5_Rep-215.rds"
2153315,"Chi2","DAR",100,0.4,100,0,215,"self-sim_dar","sim_uSeed-2153315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-215.rds",2000,5,"self-sim_dar","fit_uSeed-2153315_iter-2000_thin-5_Rep-215.rds"
2163308,"Gaussian","DAR",100,0.4,100,0,216,"self-sim_dar","sim_uSeed-2163308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-216.rds",2000,5,"self-sim_dar","fit_uSeed-2163308_iter-2000_thin-5_Rep-216.rds"
2163315,"Chi2","DAR",100,0.4,100,0,216,"self-sim_dar","sim_uSeed-2163315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-216.rds",2000,5,"self-sim_dar","fit_uSeed-2163315_iter-2000_thin-5_Rep-216.rds"
2173308,"Gaussian","DAR",100,0.4,100,0,217,"self-sim_dar","sim_uSeed-2173308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-217.rds",2000,5,"self-sim_dar","fit_uSeed-2173308_iter-2000_thin-5_Rep-217.rds"
2173315,"Chi2","DAR",100,0.4,100,0,217,"self-sim_dar","sim_uSeed-2173315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-217.rds",2000,5,"self-sim_dar","fit_uSeed-2173315_iter-2000_thin-5_Rep-217.rds"
2183308,"Gaussian","DAR",100,0.4,100,0,218,"self-sim_dar","sim_uSeed-2183308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-218.rds",2000,5,"self-sim_dar","fit_uSeed-2183308_iter-2000_thin-5_Rep-218.rds"
2183315,"Chi2","DAR",100,0.4,100,0,218,"self-sim_dar","sim_uSeed-2183315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-218.rds",2000,5,"self-sim_dar","fit_uSeed-2183315_iter-2000_thin-5_Rep-218.rds"
2193308,"Gaussian","DAR",100,0.4,100,0,219,"self-sim_dar","sim_uSeed-2193308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-219.rds",2000,5,"self-sim_dar","fit_uSeed-2193308_iter-2000_thin-5_Rep-219.rds"
2193315,"Chi2","DAR",100,0.4,100,0,219,"self-sim_dar","sim_uSeed-2193315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-219.rds",2000,5,"self-sim_dar","fit_uSeed-2193315_iter-2000_thin-5_Rep-219.rds"
2203308,"Gaussian","DAR",100,0.4,100,0,220,"self-sim_dar","sim_uSeed-2203308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-220.rds",2000,5,"self-sim_dar","fit_uSeed-2203308_iter-2000_thin-5_Rep-220.rds"
